Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (1045)",,,"Reconstruction Position - Unlabeled Track (1370)",,,"Reconstruction Position - Unlabeled Track (1373)",,,"Reconstruction Position - Unlabeled Track (1377)",,,"Reconstruction Position - Unlabeled Track (1383)",,,"Reconstruction Position - Unlabeled Track (1402)",,,"Reconstruction Position - Unlabeled Track (1404)",,,"Reconstruction Position - Unlabeled Track (1409)",,,"Reconstruction Position - Unlabeled Track (1430)",,,"Reconstruction Position - Unlabeled Track (1431)",,,"Reconstruction Position - Unlabeled Track (1432)",,,"Reconstruction Position - Unlabeled Track (1433)",,,"Reconstruction Position - Unlabeled Track (1438)",,,"Reconstruction Position - Unlabeled Track (1440)",,,"Reconstruction Position - Unlabeled Track (1442)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
450,0,"-1292.59","-900.468","953.193","-1183.85","-159.941","1712.45","-1224.16","-554.443","1492.86","-1005.41","-725.33","414.701","-1248.35","-767.277","114.34","-1278.49","-730.305","1160.27","-1109.53","-563.467","1132.12","-1235.87","-255.459","1517.76","-1070.39","-858.954","945.619","-1208.8","-317.289","119.405","-974.021","-281.23","417.092","-1265.54","-469.53","1359.79","-1181.26","-653.989","813.964","-1197.04","-352.767","815.173","nan","nan","nan"
451,0,"-1296.6","-898.57","944.967","-1188.03","-168.635","1712.81","-1225.12","-558.318","1488","-1002.22","-725.334","411.996","-1247.98","-767.314","114.093","-1280.06","-731.327","1153.6","-1110.32","-565.135","1127.53","-1238.95","-261.447","1516.29","-1073.88","-860.487","943.223","-1208.3","-317.198","118.907","-970.947","-280.374","414.793","-1267.31","-472.917","1355.71","-1180.8","-654.177","809.913","-1196.87","-352.651","810.897","nan","nan","nan"
452,0,"-1300.23","-896.906","936.88","-1191.79","-176.77","1712.75","-1226.26","-561.872","1483.25","-999.059","-725.258","409.318","-1247.72","-767.237","113.692","-1281.6","-732.158","1146.93","-1110.91","-566.093","1123.31","-1241.93","-267.105","1514.68","-1077.1","-862.097","940.682","-1207.83","-317.069","118.654","-968.051","-279.44","412.563","-1269.03","-476.096","1351.61","-1180.31","-653.939","805.802","-1197.16","-352.902","806.456","nan","nan","nan"
453,0,"-1303.45","-895.092","929.04","-1195.13","-184.29","1712.31","-1227.48","-565.214","1478.61","-996.065","-725.159","406.805","-1247.6","-767.149","113.401","-1283.11","-732.956","1140.62","-1111.79","-567.673","1119.01","-1244.75","-272.469","1512.91","-1080.13","-864.051","938.059","-1207.49","-316.954","118.463","-965.42","-278.398","410.281","-1270.67","-479.038","1347.51","-1179.76","-653.617","801.727","-1197.39","-352.834","802.238","nan","nan","nan"
454,0,"-1306.2","-893.541","921.338","-1198.01","-191.183","1711.59","-1228.81","-568.434","1474.08","-993.144","-725.075","404.326","-1247.27","-767.152","113.104","-1284.57","-733.596","1134.53","-1112.48","-568.674","1114.59","-1247.4","-277.485","1511.1","-1082.96","-866.207","935.366","-1207.13","-316.747","118.238","-962.847","-277.354","408.073","-1272.31","-481.737","1343.52","-1179.09","-653.327","797.814","-1197.86","-352.765","798.089","nan","nan","nan"
455,0,"-1308.61","-891.624","913.939","-1200.44","-197.533","1710.62","-1230.28","-571.411","1469.69","-990.505","-724.857","401.709","-1246.82","-767.322","112.848","-1285.89","-734.328","1128.61","-1113.07","-570.145","1110.27","-1249.9","-282.147","1509.32","-1085.49","-868.743","932.604","-1206.69","-317.037","117.528","-960.62","-276.275","405.963","-1273.88","-484.209","1339.56","-1178.39","-652.952","794.009","-1198.27","-352.478","794.128","nan","nan","nan"
456,0,"-1310.64","-890.231","906.964","-1202.43","-203.357","1709.46","-1231.85","-574.147","1465.45","-988.008","-724.646","399.185","-1246.61","-767.37","112.567","-1287.14","-734.799","1123.05","-1114.06","-571.375","1106.43","-1252.26","-286.48","1507.52","-1087.78","-871.358","929.74","-1206.17","-317.17","116.937","-958.449","-275.172","403.883","-1275.48","-486.417","1335.81","-1177.63","-652.503","790.385","-1198.84","-352.165","790.205","nan","nan","nan"
457,0,"-1312.43","-888.997","900.383","-1204","-208.653","1708.09","-1233.41","-576.6","1461.2","-985.619","-724.21","396.7","-1246.3","-767.375","112.134","-1288.19","-735.291","1117.67","-1114.96","-572.202","1102.69","-1254.46","-290.519","1505.73","-1089.83","-873.914","926.765","-1205.88","-317.044","116.917","-956.524","-273.853","402.141","-1276.94","-488.59","1332.06","-1176.76","-652.137","787.2","-1199.46","-351.725","786.507","nan","nan","nan"
458,0,"-1313.93","-887.849","894.277","-1205.21","-213.482","1706.59","-1235.1","-579.085","1457.18","-983.342","-723.87","394.109","-1246.01","-767.293","111.852","-1289.06","-735.73","1112.6","-1115.89","-572.919","1099.14","-1256.48","-294.272","1503.89","-1091.55","-876.531","923.518","-1205.56","-316.837","116.825","-954.689","-272.731","400.281","-1278.52","-490.197","1328.54","-1175.93","-651.606","784.076","-1200.11","-351.246","782.997","nan","nan","nan"
459,0,"-1315.12","-887.086","888.633","-1206.18","-217.771","1705.01","-1236.81","-581.152","1453.41","-981.1","-723.525","391.792","-1245.87","-767.003","111.598","-1289.85","-736.013","1107.91","-1116.85","-573.481","1095.74","-1258.38","-297.69","1502.04","-1093.05","-879.399","920.471","-1205.2","-316.712","116.771","-953.073","-271.538","398.708","-1280.05","-491.735","1325.15","-1175.08","-650.909","781.094","-1201.02","-350.867","779.487","nan","nan","nan"
460,0,"-1316.12","-886.924","883.504","-1206.94","-221.592","1703.4","-1238.54","-583.118","1449.88","-978.975","-722.9","389.686","-1245.46","-766.908","111.391","-1290.48","-736.138","1103.38","-1117.79","-573.844","1092.58","-1260.21","-300.678","1500.22","-1094.34","-882.376","917.365","-1204.87","-316.785","116.319","-951.713","-270.287","397.325","-1281.64","-493.008","1321.92","-1174.24","-650.256","778.347","-1201.94","-350.394","776.315","nan","nan","nan"
461,0,"-1316.59","-886.133","878.376","-1207.58","-224.836","1701.77","-1240.26","-584.961","1446.55","-977.158","-722.093","387.675","-1245.09","-766.857","111.053","-1291.02","-736.321","1099.38","-1118.68","-573.825","1089.57","-1261.89","-303.215","1498.35","-1095.37","-885.41","914.413","-1204.68","-316.743","116.06","-950.48","-268.969","396.068","-1283.22","-494.054","1318.89","-1173.34","-649.553","775.946","-1203.04","-349.844","773.157","nan","nan","nan"
462,0,"-1316.74","-885.41","873.515","-1208.15","-227.579","1700.11","-1242.08","-586.554","1443.5","-975.553","-721.313","385.761","-1244.8","-766.9","110.674","-1291.56","-736.61","1095.99","-1119.5","-573.646","1086.92","-1263.49","-305.288","1496.51","-1096.29","-888.645","911.857","-1204.41","-316.791","115.7","-949.423","-267.713","394.945","-1284.79","-494.871","1316.09","-1172.37","-648.766","773.667","-1204.12","-349.3","770.143","nan","nan","nan"
463,0,"-1316.65","-884.729","868.995","-1208.62","-229.775","1698.47","-1243.92","-587.85","1440.65","-974.171","-720.537","384.05","-1244.87","-766.765","110.347","-1292.18","-736.389","1093.17","-1120.25","-573.174","1084.52","-1265","-306.895","1494.74","-1096.97","-891.892","909.215","-1204.29","-316.583","115.612","-948.794","-266.173","394.165","-1286.22","-495.544","1313.32","-1171.36","-647.877","771.639","-1205.22","-348.697","767.368","nan","nan","nan"
464,0,"-1316.33","-883.938","864.865","-1208.98","-231.526","1696.82","-1245.82","-588.959","1438.07","-972.902","-719.665","382.321","-1245","-766.543","110.133","-1292.66","-736.096","1090.06","-1120.93","-572.323","1082.22","-1266.37","-308.138","1493.11","-1097.55","-895.23","907.065","-1204.21","-316.42","115.498","-948.129","-264.797","393.36","-1287.59","-495.958","1310.9","-1170.27","-646.924","769.923","-1206.58","-348.024","764.612","nan","nan","nan"
465,0,"-1315.68","-882.507","860.337","-1209.22","-232.881","1695.3","-1247.76","-589.8","1435.75","-971.615","-718.777","380.758","-1244.84","-766.418","109.977","-1292.89","-735.43","1086.5","-1121.54","-571.365","1080.34","-1267.56","-309.157","1491.59","-1098.06","-898.557","905.322","-1204.14","-316.011","115.761","-947.711","-263.33","392.587","-1288.84","-496.149","1308.6","-1169.27","-645.771","768.317","-1207.82","-347.35","762.092","nan","nan","nan"
466,0,"-1314.77","-881.581","856.759","-1209.3","-233.801","1693.88","-1249.73","-590.48","1433.69","-970.434","-717.81","379.462","-1244.71","-766.253","109.91","-1293.42","-735.656","1084.26","-1122.18","-570.175","1078.49","-1268.67","-309.837","1490.27","-1098.44","-901.861","904.151","-1204.05","-315.571","115.958","-947.387","-261.855","392.143","-1290.09","-496.043","1306.67","-1168.23","-644.608","766.987","-1209.27","-346.563","759.893","nan","nan","nan"
467,0,"-1313.61","-880.592","853.499","-1209.24","-234.253","1692.56","-1251.71","-590.996","1431.88","-969.406","-716.743","378.293","-1244.52","-766.135","109.77","-1293.83","-735.197","1081.98","-1123.19","-569.266","1076.42","-1269.68","-310.173","1489.11","-1098.75","-905.102","903.452","-1203.99","-315.221","116.056","-947.144","-260.354","391.722","-1291.18","-495.733","1304.96","-1167.21","-643.334","765.871","-1210.72","-345.742","757.858","nan","nan","nan"
468,0,"-1312.21","-879.504","850.519","-1209.14","-234.271","1691.28","-1253.67","-591.282","1430.28","-968.596","-715.676","377.273","-1244.28","-766.136","109.658","-1294.2","-734.613","1080.04","-1123.94","-567.891","1075.09","-1270.63","-310.16","1488.11","-1098.88","-908.07","903.285","-1203.87","-315.185","115.771","-947.019","-258.883","391.579","-1292.14","-495.24","1303.48","-1166.22","-641.976","764.912","-1212.24","-344.895","756.125","nan","nan","nan"
469,0,"-1310.55","-878.387","847.745","-1208.97","-233.817","1690.04","-1255.66","-591.469","1428.94","-967.982","-714.525","376.4","-1244.2","-766.113","109.478","-1294.48","-734.121","1078.44","-1124.2","-566.089","1074.51","-1271.44","-309.867","1487.19","-1098.76","-910.678","903.592","-1203.89","-314.866","115.853","-947.019","-257.444","391.44","-1292.98","-494.541","1302.15","-1165.33","-640.533","764.165","-1213.8","-344.018","754.547","nan","nan","nan"
470,0,"-1308.56","-877.228","845.292","-1208.74","-232.875","1688.8","-1257.63","-591.42","1427.78","-967.614","-713.21","375.649","-1244.11","-766.136","109.339","-1294.79","-733.41","1077.24","-1124.96","-564.6","1073.56","-1272.23","-309.277","1486.42","-1098.57","-913.407","904.463","-1203.85","-314.501","115.912","-947.12","-255.857","391.507","-1293.77","-493.599","1301.07","-1164.52","-639.083","763.547","-1215.44","-343.06","753.122","nan","nan","nan"
471,0,"-1306.16","-875.9","843.259","-1208.42","-231.364","1687.59","-1259.64","-591.132","1426.88","-967.265","-711.907","374.963","-1244.05","-766.106","109.23","-1295.05","-732.654","1076.35","-1126.17","-563.172","1072.31","-1272.96","-308.398","1485.74","-1098.22","-915.974","906.135","-1203.97","-313.425","117.002","-947.255","-254.323","391.793","-1294.54","-492.39","1300.2","-1163.76","-637.625","763.024","-1216.95","-342.106","752.036","nan","nan","nan"
472,0,"-1303.31","-874.567","841.52","-1207.93","-229.528","1686.38","-1261.66","-590.562","1426.28","-967.089","-710.409","374.391","-1244.44","-765.766","109.096","-1295.33","-731.826","1075.87","-1126.67","-561.13","1072.07","-1273.71","-307.176","1485.21","-1097.68","-918.326","908.452","-1203.94","-312.829","117.426","-947.493","-252.857","392.183","-1295.18","-490.959","1299.49","-1163.17","-636.153","762.648","-1218.53","-341.115","751.099","nan","nan","nan"
473,0,"-1299.99","-873.065","840.177","-1207.64","-227.045","1685.24","-1263.66","-589.783","1425.87","-966.948","-708.993","373.757","-1244.28","-765.716","109.072","-1295.61","-730.854","1075.62","-1127.48","-559.284","1071.62","-1274.38","-305.674","1484.61","-1097.07","-920.585","911.697","-1203.89","-312.72","117.323","-947.775","-251.265","392.827","-1295.77","-489.36","1298.92","-1162.66","-634.652","762.378","-1220.15","-340.248","750.26","-1301.45","-552.936","1360.61"
474,0,"-1296.27","-871.547","839.143","-1207.48","-224.064","1684.14","-1265.61","-588.725","1425.68","-966.887","-707.381","373.486","-1244.39","-765.51","109.015","-1295.93","-729.673","1075.62","-1128.25","-557.326","1071.32","-1275.13","-303.732","1484.11","-1096.65","-922.731","916.033","-1203.83","-312.118","117.864","-948.105","-249.7","393.45","-1296.29","-487.54","1298.48","-1162.27","-633.211","762.346","-1221.75","-339.151","749.633","-1300.69","-548.586","1359.44"
475,0,"-1292.17","-869.945","838.499","-1207.37","-220.76","1682.92","-1267.47","-587.433","1425.66","-966.96","-705.862","373.372","-1244.43","-765.382","109.09","-1296.15","-728.47","1075.96","-1128.96","-555.313","1071.31","-1275.96","-301.366","1483.64","-1095.82","-924.59","920.635","-1203.82","-311.519","118.422","-948.484","-248.245","394.164","-1296.98","-485.386","1298.51","-1162.23","-631.727","762.29","-1223.23","-337.95","749.129","-1302.21","-547.348","1358.59"
476,0,"-1287.61","-868.323","838.241","-1207.42","-216.761","1681.66","-1269.25","-585.785","1425.8","-967.223","-704.162","373.299","-1244.61","-765.242","109.193","-1296.59","-726.756","1076.81","-1129.67","-553.165","1071.42","-1276.85","-298.624","1483.17","-1094.92","-926.324","926.047","-1203.81","-310.862","119.086","-949.021","-246.663","395.02","-1297.51","-483.089","1298.32","-1163.65","-630.221","761.909","-1224.66","-336.805","748.712","-1303.89","-545.76","1358.72"
477,0,"-1282.63","-866.612","838.497","-1207.58","-212.231","1680.38","-1270.93","-583.951","1426.06","-967.676","-702.632","373.504","-1244.62","-765.21","109.203","-1296.41","-725.385","1077.25","-1130.41","-550.837","1071.53","-1277.78","-295.498","1482.75","-1093.93","-927.888","932.243","-1203.8","-310.512","119.35","-949.574","-245.119","395.868","-1298.06","-480.52","1298.39","-1163.51","-628.699","762.239","-1226.06","-335.579","748.376","nan","nan","nan"
478,0,"-1277.31","-864.963","839.818","-1207.88","-207.075","1679.04","-1272.58","-581.788","1426.5","-968.192","-701.133","373.541","-1244.81","-765.099","109.285","-1296.42","-724.009","1078.18","-1131.16","-548.423","1072.06","-1278.7","-292.011","1482.31","-1092.89","-929.309","939.251","-1203.84","-309.969","120.076","-950.2","-243.503","396.942","-1298.86","-477.565","1298.66","-1163.47","-627.138","762.771","-1227.41","-334.23","748.163","nan","nan","nan"
479,0,"-1271.16","-862.593","840.791","-1208.33","-201.257","1677.57","-1274.25","-579.366","1427.13","-968.818","-699.497","373.913","-1244.99","-765.009","109.364","-1296.6","-722.261","1080","-1131.98","-545.817","1072.59","-1279.72","-288.085","1481.85","-1091.74","-930.582","947.112","-1203.96","-309.063","121.153","-950.817","-242.074","397.882","-1299.46","-474.464","1298.92","-1163.59","-625.448","763.401","-1228.75","-332.957","748.027","nan","nan","nan"
480,0,"-1264.61","-861.075","842.593","-1208.88","-195.016","1675.81","-1275.84","-576.786","1427.84","-969.63","-697.957","374.217","-1245.28","-764.875","109.42","-1295.64","-720.059","1081.25","-1132.78","-543.038","1073.26","-1280.91","-283.721","1481.35","-1090.74","-931.754","956.015","-1203.95","-308.34","121.818","-951.54","-240.529","398.832","-1300.2","-471.139","1299.21","-1163.6","-623.753","764.162","-1230.19","-331.654","747.871","nan","nan","nan"
481,0,"-1257.36","-859.452","845.081","-1209.73","-188.078","1673.9","-1277.47","-573.993","1428.76","-970.459","-696.158","374.7","-1244.77","-764.985","110.39","-1296.07","-718.765","1082.92","-1133.63","-540.051","1074.04","-1282.2","-279.038","1480.68","-1089.83","-932.539","966.202","-1203.87","-308.311","121.49","-952.369","-239.003","399.845","-1300.87","-467.673","1299.48","-1163.61","-621.977","765.207","-1231.45","-330.012","747.945","nan","nan","nan"
482,0,"-1249.47","-857.94","848.238","-1210.74","-180.569","1671.69","-1279.14","-570.989","1429.83","-971.485","-694.545","375.275","-1244.85","-764.855","110.806","-1295.96","-716.716","1085","-1134.47","-536.972","1074.99","-1283.63","-274.024","1479.82","-1088.17","-932.966","976.804","-1204.03","-307.562","122.122","-953.302","-237.431","400.949","-1301.66","-463.824","1299.91","-1161.53","-619.767","767.474","-1232.78","-328.429","748.025","nan","nan","nan"
483,0,"-1240.8","-856.523","852.122","-1212.04","-172.379","1669.28","-1280.86","-567.801","1431.12","-972.503","-692.718","375.904","-1245.18","-764.673","110.961","-1295.81","-714.675","1087.27","-1135.36","-533.647","1076.04","-1285.4","-268.728","1478.97","-1086.75","-933.498","988.283","-1204.17","-307.007","122.564","-954.204","-235.923","401.966","-1302.58","-459.792","1300.53","-1161.37","-617.707","768.886","-1234.11","-326.785","748.218","nan","nan","nan"
484,0,"-1231.36","-855.105","856.894","-1213.65","-163.413","1666.53","-1282.61","-564.322","1432.51","-973.691","-690.89","376.548","-1245.49","-764.512","111.08","-1295.71","-712.426","1089.91","-1136.24","-530.151","1077.27","-1287.37","-262.727","1478.1","-1085.35","-933.815","1000.7","-1204.41","-306.039","123.471","-955.273","-234.287","403.018","-1303.6","-455.548","1301.21","-1163.53","-615.751","768.987","-1235.45","-324.905","748.544","nan","nan","nan"
485,0,"-1221.12","-853.699","862.518","-1215.29","-153.352","1663.15","-1284.42","-560.601","1434.05","-974.854","-688.793","377.367","-1245.73","-764.413","111.202","-1295.58","-710.152","1092.84","-1137.06","-526.472","1078.65","-1289.49","-256.316","1476.96","-1084.01","-933.858","1014.12","-1204.63","-305.381","123.807","-956.415","-232.618","404.099","-1304.78","-451.191","1301.93","-1163.29","-613.389","770.542","-1236.75","-323.052","748.933","nan","nan","nan"
486,0,"-1210.05","-852.146","869.172","-1217.7","-143.01","1659.66","-1286.35","-556.709","1435.84","-976.199","-686.739","378.178","-1245.98","-764.334","111.364","-1294.72","-708.878","1095.63","-1137.91","-522.645","1080.2","-1291.97","-249.497","1475.65","-1082.73","-933.635","1028.61","-1205.01","-304.701","124.219","-957.705","-231.001","405.139","-1306.12","-446.588","1302.69","-1162.91","-610.842","772.223","-1238","-320.931","749.269","nan","nan","nan"
487,0,"-1198.14","-850.386","877.047","-1220.65","-131.964","1655.72","-1288.31","-552.598","1437.79","-977.583","-684.433","378.965","-1246.2","-764.236","111.554","-1294.85","-705.714","1099.5","-1138.78","-518.732","1082.02","-1294.85","-242.424","1474.04","-1081.64","-933.078","1044.16","-1205.11","-304.44","123.982","-959.05","-229.432","406.09","-1307.79","-441.868","1303.5","-1162.15","-608.212","773.897","-1239.28","-318.595","750.04","nan","nan","nan"
488,0,"-1185.4","-848.428","886.363","-1224.1","-120.326","1651.37","-1290.37","-548.336","1439.97","-979.14","-682.032","379.831","-1246.54","-764.081","111.665","-1293.99","-703.596","1103.25","-1139.67","-514.821","1084.21","-1298.21","-235.005","1472.16","-1080.72","-932.071","1060.79","-1205.37","-304.021","123.798","-960.56","-227.768","406.944","-1309.84","-436.834","1304.39","-1161.67","-605.228","775.564","-1240.49","-316.022","750.782","nan","nan","nan"
489,0,"-1171.94","-846.212","897.217","-1228.1","-108.16","1646.56","-1292.47","-543.516","1442.48","-980.829","-679.603","380.548","-1246.92","-763.838","111.825","-1293.73","-699.985","1107.6","-1140.67","-510.754","1086.55","-1302.12","-227.15","1470.05","-1080.04","-930.637","1078.44","-1205.73","-303.227","123.866","-962.254","-226.153","407.768","-1312.19","-431.681","1305.37","-1160.83","-602.264","777.515","-1241.63","-313.346","751.999","nan","nan","nan"
